value	cluster_id
-1,2,-2,2,1,-2,-1	107
-1,2,-2,2,1,-2,0	107
-1,2,-2,2,1,-2,1	107
-1,2,-2,2,1,-2,2	107
-1,2,-2,2,1,-1,-2	94
-1,2,-2,2,1,-1,-1	108
-1,2,-2,2,1,-1,0	107
-1,2,-2,2,1,-1,1	107
-1,2,-2,2,1,-1,2	107
-1,2,-2,2,1,0,-2	96
-1,2,-2,2,1,0,-1	108
-1,2,-2,2,1,0,0	55
-1,2,-2,2,1,0,1	24
-1,2,-2,2,1,0,2	107
-1,2,-2,2,1,1,-2	96
-1,2,-2,2,1,1,-1	108
-1,2,-2,2,1,1,0	24
-1,2,-2,2,1,1,1	24
-1,2,-2,2,1,1,2	24
-1,2,-2,2,1,2,-2	96
-1,2,-2,2,1,2,-1	96
-1,2,-2,2,1,2,0	96
-1,2,-2,2,1,2,1	24
-1,2,-2,2,1,2,2	24
-1,2,-2,2,2,-2,-2	94
-1,2,-2,2,2,-2,-1	107
-1,2,-2,2,2,-2,0	107
-1,2,-2,2,2,-2,1	107
-1,2,-2,2,2,-2,2	107
-1,2,-2,2,2,-1,-2	55
-1,2,-2,2,2,-1,-1	55
-1,2,-2,2,2,-1,0	55
-1,2,-2,2,2,-1,1	107
-1,2,-2,2,2,-1,2	107
-1,2,-2,2,2,0,-2	55
-1,2,-2,2,2,0,-1	55
-1,2,-2,2,2,0,0	55
-1,2,-2,2,2,0,1	55
-1,2,-2,2,2,0,2	107
-1,2,-2,2,2,1,-2	96
-1,2,-2,2,2,1,-1	55
-1,2,-2,2,2,1,0	55
-1,2,-2,2,2,1,1	24
-1,2,-2,2,2,1,2	107
-1,2,-2,2,2,2,-2	96
-1,2,-2,2,2,2,-1	96
-1,2,-2,2,2,2,0	55
-1,2,-2,2,2,2,1	24
-1,2,-2,2,2,2,2	3
-1,2,-1,-2,-2,-2,-2	16
-1,2,-1,-2,-2,-2,-1	88
-1,2,-1,-2,-2,-2,0	88
-1,2,-1,-2,-2,-2,1	88
-1,2,-1,-2,-2,-2,2	43
-1,2,-1,-2,-2,-1,-2	16
-1,2,-1,-2,-2,-1,-1	26
-1,2,-1,-2,-2,-1,0	26
-1,2,-1,-2,-2,-1,1	26
-1,2,-1,-2,-2,-1,2	39
-1,2,-1,-2,-2,0,-2	26
-1,2,-1,-2,-2,0,-1	26
-1,2,-1,-2,-2,0,0	26
-1,2,-1,-2,-2,0,1	26
-1,2,-1,-2,-2,0,2	77
-1,2,-1,-2,-2,1,-2	26
-1,2,-1,-2,-2,1,-1	26
-1,2,-1,-2,-2,1,0	26
-1,2,-1,-2,-2,1,1	26
-1,2,-1,-2,-2,1,2	26
-1,2,-1,-2,-2,2,-2	26
-1,2,-1,-2,-2,2,-1	26
-1,2,-1,-2,-2,2,0	26
-1,2,-1,-2,-2,2,1	26
-1,2,-1,-2,-2,2,2	4
-1,2,-1,-2,-1,-2,-2	16
-1,2,-1,-2,-1,-2,-1	22
-1,2,-1,-2,-1,-2,0	22
-1,2,-1,-2,-1,-2,1	89
-1,2,-1,-2,-1,-2,2	43
-1,2,-1,-2,-1,-1,-2	42
-1,2,-1,-2,-1,-1,-1	26
-1,2,-1,-2,-1,-1,0	89
-1,2,-1,-2,-1,-1,1	89
-1,2,-1,-2,-1,-1,2	89
-1,2,-1,-2,-1,0,-2	42
-1,2,-1,-2,-1,0,-1	26
-1,2,-1,-2,-1,0,0	26
-1,2,-1,-2,-1,0,1	89
-1,2,-1,-2,-1,0,2	89
-1,2,-1,-2,-1,1,-2	42
-1,2,-1,-2,-1,1,-1	26
-1,2,-1,-2,-1,1,0	26
-1,2,-1,-2,-1,1,1	26
-1,2,-1,-2,-1,1,2	4
-1,2,-1,-2,-1,2,-2	42
-1,2,-1,-2,-1,2,-1	26
-1,2,-1,-2,-1,2,0	26
-1,2,-1,-2,-1,2,1	44
-1,2,-1,-2,-1,2,2	4
-1,2,-1,-2,0,-2,-2	16
-1,2,-1,-2,0,-2,-1	22
-1,2,-1,-2,0,-2,0	89
-1,2,-1,-2,0,-2,1	89
-1,2,-1,-2,0,-2,2	89
-1,2,-1,-2,0,-1,-2	54
-1,2,-1,-2,0,-1,-1	54
-1,2,-1,-2,0,-1,0	89
-1,2,-1,-2,0,-1,1	89
-1,2,-1,-2,0,-1,2	89
-1,2,-1,-2,0,0,-2	108
-1,2,-1,-2,0,0,-1	108
-1,2,-1,-2,0,0,0	87
-1,2,-1,-2,0,0,1	89
-1,2,-1,-2,0,0,2	89
-1,2,-1,-2,0,1,-2	42
-1,2,-1,-2,0,1,-1	87
-1,2,-1,-2,0,1,0	87
-1,2,-1,-2,0,1,1	87
-1,2,-1,-2,0,1,2	4
-1,2,-1,-2,0,2,-2	96
-1,2,-1,-2,0,2,-1	87
-1,2,-1,-2,0,2,0	87
-1,2,-1,-2,0,2,1	4
-1,2,-1,-2,0,2,2	4
-1,2,-1,-2,1,-2,-2	48
-1,2,-1,-2,1,-2,-1	89
-1,2,-1,-2,1,-2,0	89
-1,2,-1,-2,1,-2,1	89
-1,2,-1,-2,1,-2,2	89
-1,2,-1,-2,1,-1,-2	108
-1,2,-1,-2,1,-1,-1	89
-1,2,-1,-2,1,-1,0	89
-1,2,-1,-2,1,-1,1	89
-1,2,-1,-2,1,-1,2	89
-1,2,-1,-2,1,0,-2	108
-1,2,-1,-2,1,0,-1	108
-1,2,-1,-2,1,0,0	89
-1,2,-1,-2,1,0,1	89
-1,2,-1,-2,1,0,2	89
-1,2,-1,-2,1,1,-2	108
-1,2,-1,-2,1,1,-1	108
-1,2,-1,-2,1,1,0	87
-1,2,-1,-2,1,1,1	89
-1,2,-1,-2,1,1,2	89
-1,2,-1,-2,1,2,-2	8
-1,2,-1,-2,1,2,-1	78
-1,2,-1,-2,1,2,0	95
-1,2,-1,-2,1,2,1	95
-1,2,-1,-2,1,2,2	4
-1,2,-1,-2,2,-2,-2	48
-1,2,-1,-2,2,-2,-1	48
-1,2,-1,-2,2,-2,0	48
-1,2,-1,-2,2,-2,1	89
-1,2,-1,-2,2,-2,2	89
-1,2,-1,-2,2,-1,-2	48
-1,2,-1,-2,2,-1,-1	89
-1,2,-1,-2,2,-1,0	89
-1,2,-1,-2,2,-1,1	89
-1,2,-1,-2,2,-1,2	89
-1,2,-1,-2,2,0,-2	8
-1,2,-1,-2,2,0,-1	108
-1,2,-1,-2,2,0,0	89
-1,2,-1,-2,2,0,1	89
-1,2,-1,-2,2,0,2	56
-1,2,-1,-2,2,1,-2	8
-1,2,-1,-2,2,1,-1	78
-1,2,-1,-2,2,1,0	78
-1,2,-1,-2,2,1,1	89
-1,2,-1,-2,2,1,2	56
-1,2,-1,-2,2,2,-2	8
-1,2,-1,-2,2,2,-1	78
-1,2,-1,-2,2,2,0	78
-1,2,-1,-2,2,2,1	78
-1,2,-1,-2,2,2,2	4
-1,2,-1,-1,-2,-2,-2	88
-1,2,-1,-1,-2,-2,-1	88
-1,2,-1,-1,-2,-2,0	88
-1,2,-1,-1,-2,-2,1	88
-1,2,-1,-1,-2,-2,2	43
-1,2,-1,-1,-2,-1,-2	88
-1,2,-1,-1,-2,-1,-1	88
-1,2,-1,-1,-2,-1,0	88
-1,2,-1,-1,-2,-1,1	39
-1,2,-1,-1,-2,-1,2	39
-1,2,-1,-1,-2,0,-2	26
-1,2,-1,-1,-2,0,-1	26
-1,2,-1,-1,-2,0,0	26
-1,2,-1,-1,-2,0,1	9
-1,2,-1,-1,-2,0,2	39
-1,2,-1,-1,-2,1,-2	26
-1,2,-1,-1,-2,1,-1	26
-1,2,-1,-1,-2,1,0	26
-1,2,-1,-1,-2,1,1	9
-1,2,-1,-1,-2,1,2	9
-1,2,-1,-1,-2,2,-2	26
-1,2,-1,-1,-2,2,-1	26
-1,2,-1,-1,-2,2,0	26
-1,2,-1,-1,-2,2,1	44
-1,2,-1,-1,-2,2,2	44
-1,2,-1,-1,-1,-2,-2	88
-1,2,-1,-1,-1,-2,-1	88
-1,2,-1,-1,-1,-2,0	88
-1,2,-1,-1,-1,-2,1	43
-1,2,-1,-1,-1,-2,2	43
-1,2,-1,-1,-1,-1,-2	126
-1,2,-1,-1,-1,-1,-1	108
-1,2,-1,-1,-1,-1,0	87
-1,2,-1,-1,-1,-1,1	89
-1,2,-1,-1,-1,-1,2	43
-1,2,-1,-1,-1,0,-2	108
-1,2,-1,-1,-1,0,-1	108
-1,2,-1,-1,-1,0,0	87
-1,2,-1,-1,-1,0,1	66
-1,2,-1,-1,-1,0,2	66
-1,2,-1,-1,-1,1,-2	42
-1,2,-1,-1,-1,1,-1	87
-1,2,-1,-1,-1,1,0	87
-1,2,-1,-1,-1,1,1	87
-1,2,-1,-1,-1,1,2	87
-1,2,-1,-1,-1,2,-2	96
-1,2,-1,-1,-1,2,-1	87
-1,2,-1,-1,-1,2,0	87
-1,2,-1,-1,-1,2,1	44
-1,2,-1,-1,-1,2,2	44
-1,2,-1,-1,0,-2,-2	88
-1,2,-1,-1,0,-2,-1	88
-1,2,-1,-1,0,-2,0	73
-1,2,-1,-1,0,-2,1	89
-1,2,-1,-1,0,-2,2	43
-1,2,-1,-1,0,-1,-2	108
-1,2,-1,-1,0,-1,-1	108
-1,2,-1,-1,0,-1,0	87
-1,2,-1,-1,0,-1,1	89
-1,2,-1,-1,0,-1,2	89
-1,2,-1,-1,0,0,-2	108
-1,2,-1,-1,0,0,-1	108
-1,2,-1,-1,0,0,0	87
-1,2,-1,-1,0,0,1	87
-1,2,-1,-1,0,0,2	87
-1,2,-1,-1,0,1,-2	87
-1,2,-1,-1,0,1,-1	87
-1,2,-1,-1,0,1,0	87
-1,2,-1,-1,0,1,1	87
-1,2,-1,-1,0,1,2	87
-1,2,-1,-1,0,2,-2	96
-1,2,-1,-1,0,2,-1	87
-1,2,-1,-1,0,2,0	87
-1,2,-1,-1,0,2,1	87
-1,2,-1,-1,0,2,2	30
-1,2,-1,-1,1,-2,-2	108
-1,2,-1,-1,1,-2,-1	108
-1,2,-1,-1,1,-2,0	108
-1,2,-1,-1,1,-2,1	89
-1,2,-1,-1,1,-2,2	12
-1,2,-1,-1,1,-1,-2	108
-1,2,-1,-1,1,-1,-1	108
-1,2,-1,-1,1,-1,0	108
-1,2,-1,-1,1,-1,1	89
-1,2,-1,-1,1,-1,2	89
-1,2,-1,-1,1,0,-2	108
-1,2,-1,-1,1,0,-1	108
-1,2,-1,-1,1,0,0	108
-1,2,-1,-1,1,0,1	108
-1,2,-1,-1,1,0,2	89
-1,2,-1,-1,1,1,-2	108
-1,2,-1,-1,1,1,-1	108
-1,2,-1,-1,1,1,0	87
-1,2,-1,-1,1,1,1	87
-1,2,-1,-1,1,1,2	30
-1,2,-1,-1,1,2,-2	96
-1,2,-1,-1,1,2,-1	96
-1,2,-1,-1,1,2,0	87
-1,2,-1,-1,1,2,1	30
-1,2,-1,-1,1,2,2	30
-1,2,-1,-1,2,-2,-2	48
-1,2,-1,-1,2,-2,-1	48
-1,2,-1,-1,2,-2,0	48
-1,2,-1,-1,2,-2,1	89
-1,2,-1,-1,2,-2,2	12
-1,2,-1,-1,2,-1,-2	108
-1,2,-1,-1,2,-1,-1	108
-1,2,-1,-1,2,-1,0	108
-1,2,-1,-1,2,-1,1	89
-1,2,-1,-1,2,-1,2	89
-1,2,-1,-1,2,0,-2	108
-1,2,-1,-1,2,0,-1	108
-1,2,-1,-1,2,0,0	108
-1,2,-1,-1,2,0,1	108
-1,2,-1,-1,2,0,2	56
-1,2,-1,-1,2,1,-2	108
-1,2,-1,-1,2,1,-1	108
-1,2,-1,-1,2,1,0	87
-1,2,-1,-1,2,1,1	32
-1,2,-1,-1,2,1,2	32
-1,2,-1,-1,2,2,-2	96
-1,2,-1,-1,2,2,-1	78
-1,2,-1,-1,2,2,0	78
-1,2,-1,-1,2,2,1	32
-1,2,-1,-1,2,2,2	30
-1,2,-1,0,-2,-2,-2	88
-1,2,-1,0,-2,-2,-1	88
-1,2,-1,0,-2,-2,0	88
-1,2,-1,0,-2,-2,1	43
-1,2,-1,0,-2,-2,2	43
-1,2,-1,0,-2,-1,-2	126
-1,2,-1,0,-2,-1,-1	88
-1,2,-1,0,-2,-1,0	39
-1,2,-1,0,-2,-1,1	39
-1,2,-1,0,-2,-1,2	39
-1,2,-1,0,-2,0,-2	108
-1,2,-1,0,-2,0,-1	108
-1,2,-1,0,-2,0,0	9
-1,2,-1,0,-2,0,1	9
-1,2,-1,0,-2,0,2	39
-1,2,-1,0,-2,1,-2	26
-1,2,-1,0,-2,1,-1	26
-1,2,-1,0,-2,1,0	9
-1,2,-1,0,-2,1,1	9
-1,2,-1,0,-2,1,2	9
-1,2,-1,0,-2,2,-2	13
-1,2,-1,0,-2,2,-1	13
-1,2,-1,0,-2,2,0	13
-1,2,-1,0,-2,2,1	9
-1,2,-1,0,-2,2,2	9
-1,2,-1,0,-1,-2,-2	57
-1,2,-1,0,-1,-2,-1	88
-1,2,-1,0,-1,-2,0	43
-1,2,-1,0,-1,-2,1	43
-1,2,-1,0,-1,-2,2	43
-1,2,-1,0,-1,-1,-2	126
-1,2,-1,0,-1,-1,-1	108
-1,2,-1,0,-1,-1,0	108
-1,2,-1,0,-1,-1,1	72
-1,2,-1,0,-1,-1,2	43
-1,2,-1,0,-1,0,-2	108
-1,2,-1,0,-1,0,-1	108
-1,2,-1,0,-1,0,0	108
-1,2,-1,0,-1,0,1	24
-1,2,-1,0,-1,0,2	43
-1,2,-1,0,-1,1,-2	108
-1,2,-1,0,-1,1,-1	108
-1,2,-1,0,-1,1,0	87
-1,2,-1,0,-1,1,1	24
-1,2,-1,0,-1,1,2	24
-1,2,-1,0,-1,2,-2	96
-1,2,-1,0,-1,2,-1	62
-1,2,-1,0,-1,2,0	87
-1,2,-1,0,-1,2,1	24
-1,2,-1,0,-1,2,2	24
-1,2,-1,0,0,-2,-2	108
-1,2,-1,0,0,-2,-1	108
-1,2,-1,0,0,-2,0	108
-1,2,-1,0,0,-2,1	43
-1,2,-1,0,0,-2,2	43
-1,2,-1,0,0,-1,-2	108
-1,2,-1,0,0,-1,-1	108
-1,2,-1,0,0,-1,0	108
-1,2,-1,0,0,-1,1	72
-1,2,-1,0,0,-1,2	43
-1,2,-1,0,0,0,-2	108
-1,2,-1,0,0,0,-1	108
-1,2,-1,0,0,0,0	108
-1,2,-1,0,0,0,1	108
-1,2,-1,0,0,0,2	108
-1,2,-1,0,0,1,-2	108
-1,2,-1,0,0,1,-1	108
-1,2,-1,0,0,1,0	87
-1,2,-1,0,0,1,1	87
-1,2,-1,0,0,1,2	87
-1,2,-1,0,0,2,-2	96
-1,2,-1,0,0,2,-1	96
-1,2,-1,0,0,2,0	87
-1,2,-1,0,0,2,1	87
-1,2,-1,0,0,2,2	30
-1,2,-1,0,1,-2,-2	108
-1,2,-1,0,1,-2,-1	108
-1,2,-1,0,1,-2,0	108
-1,2,-1,0,1,-2,1	108
-1,2,-1,0,1,-2,2	43
-1,2,-1,0,1,-1,-2	108
-1,2,-1,0,1,-1,-1	108
-1,2,-1,0,1,-1,0	108
-1,2,-1,0,1,-1,1	108
-1,2,-1,0,1,-1,2	108
-1,2,-1,0,1,0,-2	108
-1,2,-1,0,1,0,-1	108
-1,2,-1,0,1,0,0	108
-1,2,-1,0,1,0,1	108
-1,2,-1,0,1,0,2	108
-1,2,-1,0,1,1,-2	108
-1,2,-1,0,1,1,-1	108
-1,2,-1,0,1,1,0	108
-1,2,-1,0,1,1,1	108
-1,2,-1,0,1,1,2	108
-1,2,-1,0,1,2,-2	96
-1,2,-1,0,1,2,-1	96
-1,2,-1,0,1,2,0	108
-1,2,-1,0,1,2,1	108
-1,2,-1,0,1,2,2	30
-1,2,-1,0,2,-2,-2	108
-1,2,-1,0,2,-2,-1	108
-1,2,-1,0,2,-2,0	108
-1,2,-1,0,2,-2,1	108
-1,2,-1,0,2,-2,2	12
-1,2,-1,0,2,-1,-2	108
-1,2,-1,0,2,-1,-1	108
-1,2,-1,0,2,-1,0	108
-1,2,-1,0,2,-1,1	108
-1,2,-1,0,2,-1,2	108
-1,2,-1,0,2,0,-2	108
-1,2,-1,0,2,0,-1	108
-1,2,-1,0,2,0,0	108
-1,2,-1,0,2,0,1	108
-1,2,-1,0,2,0,2	108
-1,2,-1,0,2,1,-2	108
-1,2,-1,0,2,1,-1	108
-1,2,-1,0,2,1,0	108
-1,2,-1,0,2,1,1	108
-1,2,-1,0,2,1,2	3
-1,2,-1,0,2,2,-2	96
-1,2,-1,0,2,2,-1	96
-1,2,-1,0,2,2,0	108
-1,2,-1,0,2,2,1	108
-1,2,-1,0,2,2,2	3
-1,2,-1,1,-2,-2,-2	88
-1,2,-1,1,-2,-2,-1	88
-1,2,-1,1,-2,-2,0	88
-1,2,-1,1,-2,-2,1	43
-1,2,-1,1,-2,-2,2	43
-1,2,-1,1,-2,-1,-2	126
-1,2,-1,1,-2,-1,-1	88
-1,2,-1,1,-2,-1,0	9
-1,2,-1,1,-2,-1,1	9
-1,2,-1,1,-2,-1,2	39
-1,2,-1,1,-2,0,-2	53
-1,2,-1,1,-2,0,-1	53
-1,2,-1,1,-2,0,0	9
-1,2,-1,1,-2,0,1	9
-1,2,-1,1,-2,0,2	9
-1,2,-1,1,-2,1,-2	13
-1,2,-1,1,-2,1,-1	9
-1,2,-1,1,-2,1,0	9
-1,2,-1,1,-2,1,1	9
-1,2,-1,1,-2,1,2	9
-1,2,-1,1,-2,2,-2	13
-1,2,-1,1,-2,2,-1	13
-1,2,-1,1,-2,2,0	13
-1,2,-1,1,-2,2,1	9
-1,2,-1,1,-2,2,2	9
-1,2,-1,1,-1,-2,-2	57
-1,2,-1,1,-1,-2,-1	88
-1,2,-1,1,-1,-2,0	43
-1,2,-1,1,-1,-2,1	43
-1,2,-1,1,-1,-2,2	43
-1,2,-1,1,-1,-1,-2	126
-1,2,-1,1,-1,-1,-1	103
-1,2,-1,1,-1,-1,0	24
-1,2,-1,1,-1,-1,1	24
-1,2,-1,1,-1,-1,2	43
-1,2,-1,1,-1,0,-2	108
-1,2,-1,1,-1,0,-1	108
-1,2,-1,1,-1,0,0	24
-1,2,-1,1,-1,0,1	24
-1,2,-1,1,-1,0,2	24
-1,2,-1,1,-1,1,-2	27
-1,2,-1,1,-1,1,-1	24
-1,2,-1,1,-1,1,0	24
-1,2,-1,1,-1,1,1	24
-1,2,-1,1,-1,1,2	24
-1,2,-1,1,-1,2,-2	96
-1,2,-1,1,-1,2,-1	13
-1,2,-1,1,-1,2,0	24
-1,2,-1,1,-1,2,1	24
-1,2,-1,1,-1,2,2	24
-1,2,-1,1,0,-2,-2	63
-1,2,-1,1,0,-2,-1	63
-1,2,-1,1,0,-2,0	72
-1,2,-1,1,0,-2,1	72
-1,2,-1,1,0,-2,2	43
-1,2,-1,1,0,-1,-2	108
-1,2,-1,1,0,-1,-1	108
-1,2,-1,1,0,-1,0	72
-1,2,-1,1,0,-1,1	72
-1,2,-1,1,0,-1,2	72
-1,2,-1,1,0,0,-2	108
-1,2,-1,1,0,0,-1	108
-1,2,-1,1,0,0,0	108
-1,2,-1,1,0,0,1	24
-1,2,-1,1,0,0,2	24
-1,2,-1,1,0,1,-2	108
-1,2,-1,1,0,1,-1	108
-1,2,-1,1,0,1,0	87
-1,2,-1,1,0,1,1	24
-1,2,-1,1,0,1,2	24
-1,2,-1,1,0,2,-2	96
-1,2,-1,1,0,2,-1	96
-1,2,-1,1,0,2,0	87
-1,2,-1,1,0,2,1	24
-1,2,-1,1,0,2,2	59
-1,2,-1,1,1,-2,-2	94
-1,2,-1,1,1,-2,-1	108
-1,2,-1,1,1,-2,0	108
-1,2,-1,1,1,-2,1	72
-1,2,-1,1,1,-2,2	107
-1,2,-1,1,1,-1,-2	108
-1,2,-1,1,1,-1,-1	108
-1,2,-1,1,1,-1,0	108
-1,2,-1,1,1,-1,1	72
-1,2,-1,1,1,-1,2	72
-1,2,-1,1,1,0,-2	108
-1,2,-1,1,1,0,-1	108
-1,2,-1,1,1,0,0	108
-1,2,-1,1,1,0,1	108
-1,2,-1,1,1,0,2	108
-1,2,-1,1,1,1,-2	108
-1,2,-1,1,1,1,-1	108
-1,2,-1,1,1,1,0	108
-1,2,-1,1,1,1,1	24
-1,2,-1,1,1,1,2	24
-1,2,-1,1,1,2,-2	96
-1,2,-1,1,1,2,-1	96
-1,2,-1,1,1,2,0	108
-1,2,-1,1,1,2,1	24
-1,2,-1,1,1,2,2	59
-1,2,-1,1,2,-2,-2	94
-1,2,-1,1,2,-2,-1	108
-1,2,-1,1,2,-2,0	108
-1,2,-1,1,2,-2,1	72
-1,2,-1,1,2,-2,2	107
-1,2,-1,1,2,-1,-2	108
-1,2,-1,1,2,-1,-1	108
-1,2,-1,1,2,-1,0	108
-1,2,-1,1,2,-1,1	72
-1,2,-1,1,2,-1,2	72
-1,2,-1,1,2,0,-2	108
-1,2,-1,1,2,0,-1	108
-1,2,-1,1,2,0,0	108
-1,2,-1,1,2,0,1	108
-1,2,-1,1,2,0,2	55
-1,2,-1,1,2,1,-2	108
-1,2,-1,1,2,1,-1	108
-1,2,-1,1,2,1,0	108
-1,2,-1,1,2,1,1	24
-1,2,-1,1,2,1,2	3
-1,2,-1,1,2,2,-2	96
-1,2,-1,1,2,2,-1	96
-1,2,-1,1,2,2,0	108
-1,2,-1,1,2,2,1	3
-1,2,-1,1,2,2,2	3
-1,2,-1,2,-2,-2,-2	88
-1,2,-1,2,-2,-2,-1	88
-1,2,-1,2,-2,-2,0	24
-1,2,-1,2,-2,-2,1	24
-1,2,-1,2,-2,-2,2	43
-1,2,-1,2,-2,-1,-2	24
-1,2,-1,2,-2,-1,-1	24
-1,2,-1,2,-2,-1,0	24
-1,2,-1,2,-2,-1,1	24
-1,2,-1,2,-2,-1,2	24
-1,2,-1,2,-2,0,-2	24
-1,2,-1,2,-2,0,-1	24
-1,2,-1,2,-2,0,0	24
-1,2,-1,2,-2,0,1	24
-1,2,-1,2,-2,0,2	24
-1,2,-1,2,-2,1,-2	24
-1,2,-1,2,-2,1,-1	24
-1,2,-1,2,-2,1,0	24
-1,2,-1,2,-2,1,1	24
-1,2,-1,2,-2,1,2	24
-1,2,-1,2,-2,2,-2	13
-1,2,-1,2,-2,2,-1	13
-1,2,-1,2,-2,2,0	24
-1,2,-1,2,-2,2,1	24
-1,2,-1,2,-2,2,2	24
-1,2,-1,2,-1,-2,-2	94
-1,2,-1,2,-1,-2,-1	24
-1,2,-1,2,-1,-2,0	24
-1,2,-1,2,-1,-2,1	24
-1,2,-1,2,-1,-2,2	107
-1,2,-1,2,-1,-1,-2	24
-1,2,-1,2,-1,-1,-1	24
-1,2,-1,2,-1,-1,0	24
-1,2,-1,2,-1,-1,1	24
-1,2,-1,2,-1,-1,2	24
-1,2,-1,2,-1,0,-2	24
-1,2,-1,2,-1,0,-1	24
-1,2,-1,2,-1,0,0	24
-1,2,-1,2,-1,0,1	24
-1,2,-1,2,-1,0,2	24
-1,2,-1,2,-1,1,-2	24
-1,2,-1,2,-1,1,-1	24
-1,2,-1,2,-1,1,0	24
-1,2,-1,2,-1,1,1	24
-1,2,-1,2,-1,1,2	24
-1,2,-1,2,-1,2,-2	24
-1,2,-1,2,-1,2,-1	24
-1,2,-1,2,-1,2,0	24
-1,2,-1,2,-1,2,1	24
-1,2,-1,2,-1,2,2	24
-1,2,-1,2,0,-2,-2	94
-1,2,-1,2,0,-2,-1	75
-1,2,-1,2,0,-2,0	24
-1,2,-1,2,0,-2,1	107
-1,2,-1,2,0,-2,2	107
-1,2,-1,2,0,-1,-2	94
-1,2,-1,2,0,-1,-1	108
-1,2,-1,2,0,-1,0	24
-1,2,-1,2,0,-1,1	24
-1,2,-1,2,0,-1,2	24
-1,2,-1,2,0,0,-2	108
-1,2,-1,2,0,0,-1	108
-1,2,-1,2,0,0,0	24
-1,2,-1,2,0,0,1	24
-1,2,-1,2,0,0,2	24
-1,2,-1,2,0,1,-2	61
-1,2,-1,2,0,1,-1	24
-1,2,-1,2,0,1,0	24
-1,2,-1,2,0,1,1	24
-1,2,-1,2,0,1,2	24
-1,2,-1,2,0,2,-2	96
-1,2,-1,2,0,2,-1	24
-1,2,-1,2,0,2,0	24
-1,2,-1,2,0,2,1	24
-1,2,-1,2,0,2,2	24
-1,2,-1,2,1,-2,-2	94
-1,2,-1,2,1,-2,-1	75
-1,2,-1,2,1,-2,0	107
-1,2,-1,2,1,-2,1	107
-1,2,-1,2,1,-2,2	107
-1,2,-1,2,1,-1,-2	94
-1,2,-1,2,1,-1,-1	108
-1,2,-1,2,1,-1,0	108
-1,2,-1,2,1,-1,1	24
-1,2,-1,2,1,-1,2	107
-1,2,-1,2,1,0,-2	108
-1,2,-1,2,1,0,-1	108
-1,2,-1,2,1,0,0	108
-1,2,-1,2,1,0,1	24
-1,2,-1,2,1,0,2	24
-1,2,-1,2,1,1,-2	108
-1,2,-1,2,1,1,-1	108
-1,2,-1,2,1,1,0	24
-1,2,-1,2,1,1,1	24
-1,2,-1,2,1,1,2	24
-1,2,-1,2,1,2,-2	96
-1,2,-1,2,1,2,-1	24
-1,2,-1,2,1,2,0	24
-1,2,-1,2,1,2,1	24
-1,2,-1,2,1,2,2	24
-1,2,-1,2,2,-2,-2	94
-1,2,-1,2,2,-2,-1	75
-1,2,-1,2,2,-2,0	107
-1,2,-1,2,2,-2,1	107
-1,2,-1,2,2,-2,2	107
-1,2,-1,2,2,-1,-2	94
-1,2,-1,2,2,-1,-1	108
-1,2,-1,2,2,-1,0	55
-1,2,-1,2,2,-1,1	24
-1,2,-1,2,2,-1,2	107
-1,2,-1,2,2,0,-2	108
-1,2,-1,2,2,0,-1	108
-1,2,-1,2,2,0,0	55
-1,2,-1,2,2,0,1	24
-1,2,-1,2,2,0,2	24
-1,2,-1,2,2,1,-2	108
-1,2,-1,2,2,1,-1	108
-1,2,-1,2,2,1,0	24
-1,2,-1,2,2,1,1	24
-1,2,-1,2,2,1,2	24
-1,2,-1,2,2,2,-2	96
-1,2,-1,2,2,2,-1	96
-1,2,-1,2,2,2,0	24
-1,2,-1,2,2,2,1	24
-1,2,-1,2,2,2,2	3
-1,2,0,-2,-2,-2,-2	16
-1,2,0,-2,-2,-2,-1	88
-1,2,0,-2,-2,-2,0	88
-1,2,0,-2,-2,-2,1	88
-1,2,0,-2,-2,-2,2	43
-1,2,0,-2,-2,-1,-2	16
-1,2,0,-2,-2,-1,-1	88
-1,2,0,-2,-2,-1,0	77
-1,2,0,-2,-2,-1,1	77
-1,2,0,-2,-2,-1,2	77
-1,2,0,-2,-2,0,-2	26
-1,2,0,-2,-2,0,-1	26
-1,2,0,-2,-2,0,0	77
-1,2,0,-2,-2,0,1	77
-1,2,0,-2,-2,0,2	77
-1,2,0,-2,-2,1,-2	26
-1,2,0,-2,-2,1,-1	26
-1,2,0,-2,-2,1,0	26
-1,2,0,-2,-2,1,1	26
-1,2,0,-2,-2,1,2	77
-1,2,0,-2,-2,2,-2	26
-1,2,0,-2,-2,2,-1	26
-1,2,0,-2,-2,2,0	26
-1,2,0,-2,-2,2,1	44
-1,2,0,-2,-2,2,2	4
-1,2,0,-2,-1,-2,-2	16
-1,2,0,-2,-1,-2,-1	22
-1,2,0,-2,-1,-2,0	22
-1,2,0,-2,-1,-2,1	22
-1,2,0,-2,-1,-2,2	43
-1,2,0,-2,-1,-1,-2	42
-1,2,0,-2,-1,-1,-1	22
-1,2,0,-2,-1,-1,0	77
-1,2,0,-2,-1,-1,1	89
-1,2,0,-2,-1,-1,2	43
-1,2,0,-2,-1,0,-2	42
-1,2,0,-2,-1,0,-1	26
-1,2,0,-2,-1,0,0	77
-1,2,0,-2,-1,0,1	77
-1,2,0,-2,-1,0,2	4
-1,2,0,-2,-1,1,-2	42
